Index,Kanji,Keyword,English,Origin,SubOrigin,Mnemonic1,Mnemonic2,Compo,Strokes,Radical,Onyomi,Kunyomi,Ex1Kanji,Ex1Kana,Ex1English,Ex2Kanji,Ex2Kana,Ex2English,Ex3Kanji,Ex3Kana,Ex3English,Ex4Kanji,Ex4Kana,Ex4English
42,正,Correct,"Right, Upright, Correct, Exact","A journey of a thousand miles begins with a single step, says the Chinese proverb. Here we see one footprint, complementing that proverb with the sound advice that if the first step is not made correctly, the whole point of the journey will be forfeited. This is the ideal that teachers are supposed to have in correcting their students, and parents in correcting their children.",,If you do it correct on the first attempt you can stop.,"The correct way of learning Japanese? First, stop everything you´re doing. Then, go pick up a copy of Heisig´s book and work from there.","一: one; ceiling, floor (RTK)　止: stop; footprint (RTK)",5,止,"セイ, ショウ","ただ.しい, ただ.す, まさ, まさ.に",正に,まさに,"Just, exactly; surely, certainly",大正,たいしょう,"Taisho (period) (reign of emperor taisho, 1912-1926)",正月,しょうがつ,New year's holiday; january,お正月,おしょうがつ,New year
43,足,Leg,"Foot, Leg; Step, Suffice",Mouth . . . mending. Note that the last stroke of mouth and the first of mending overlap.,"As a primitive on the left, it is amended to something similar to correct in place of mending. Its meaning remains leg, but should be thought of as a wooden leg in order to avoid confusion with other similar elements, namely human legs, animal legs, and walking legs.",Captain Ahab lost his leg to the great white whale´s mouth and had to mend it with a peg leg.,"I´ll use my mouth to mend your leg, I´ll kiss it all better :).",足: leg; wooden leg (⻊) (RTK),7,足,ソク,"あし, た.りる, た.る, た.す",足下,あしもと,"At (under] one's feet; gait, pace, step",土足,どそく,Shoes,一足 (kun-yomi),ひとあし,A step,足,あし,Foot; leg
44,定,Determine,"Fix, Decide, Settle","Determination, in the sense of settling on a certain course of action, is likened here to mending one's house.",,"In The Karate Kid, the boy must prove his determination by MENDING his teacher´s HOUSE in various ways.","People who decide to renovate (ooh, that´s a fancy word, let´s say ""mend"") their houses must be very determined DIYers. (Using DIY helps me remember this story when I see DEtermine).",宀: house (RTK)　疋: cloth; zoo; mending (RTK),8,宀,"テイ, ジョウ","さだ.める, さだ.まる, さだ.か",定める,さだめる,"Fix, decide, settle",一定する,いっていする,"Fix, define, unify",定かに,さだかに,Clearly,,,
45,手,Hand,"Hand, Arm; Labor; Skill, Performer Of An Action, -Er","Any way you count them, there are either too many or too few fingers to see a good pictograph of a hand</b> in this character. But that it is, and so you must.",Keep to the etymology when using this kanji as a primitive: a single hand all by itself.,"This pictograph actually really works if you look at it as a hand with fingers spread and middle finger pointing down. see the very top stroke as the edge of a shirt cuff, and it will all come together.",A hand is useful for 千一(1001) things.,手: hand; fingers (扌) (RTK),4,手,シュ,"て, て-, -て, た-",入手する,にゅうしゅする,"Obtain, procure",手紙,てがみ,Letter,歌手,かしゅ,Singer,手,て,Hand
46,用,Utilize,"Employ, Use, Things To Do, Business",Meat . . . walking stick. Be sure to keep this key word distinct from that for use (Frame 1065). The stroke order is exactly as you would expect it from the order of the primitive elements as given.,"As a primitive element, we shall substitute the image of a screwdriver, perhaps the most utilized of all tools around the house.","To tenderize meat in an emergency wilderness situation, just utilize your walking stick!","I´ll confuse this with use (#990), so build a distinction right from the start. For me, ""utilize"" has an artificial, business-speak connotation; you only utilize ""utilize"" when you´re trying to puff up what you´re saying and sound important. So: ""BioTools Inc introduces the FG2000 screwdriver, utilizing the our latest FleshGrip(tm) technology!"" I´m seeing this as a picture of a stubby screwdriver with a handle made of flesh, a short shaft, and prongs to hold a screw in place until you drive it.",用: to use; screwdriver (RTK),5,用,ヨウ,もち.いる,日用,にちよう,Everyday use,用いる,もちいる,"Employ, use",用がある,ようがある,Have things to do,用水,ようすい,Tap (irrigation] water
47,無,Nothingness,"Without, Nothing","This character is the Japanese character for the supreme philosophical principle of much Oriental thought: nothingness. Make use of the oaken tub from the previous frame, and add to that the oven fire at the bottom.",,"When I enter the wooden tub heated by flames in the onsen, I can let all my worries slip away and be submerged into nothingness.",In a hot tub you can relax and have your stress vanish into nothingness.,無: nothingness,12,火,"ム, ブ",な.い,無用,むよう,Useless; unnecessary; forbidden,無口,むくち,"Taciturnity, reticence",無人の,むじんの,Uninhabited; unmanned,無理な,むりな,Impossible
48,不,Negative,"Not, Un-","You may play with the primitives of this kanji as you wish (ceiling . . . person . . . a drop of), but you will probably find that its simplicity, and its frequency, make it easy to remember just as it is.",,"(Smithsonian] Scene: Mr. T hanging from the ceiling being tortured. He is asked if he is going to talk. Spitting (a drop of saliva) in the torturer´s face, he says ""Negative"".",One below zero is a negative number.,不: not,4,一,"フ, ブ",,不正,ふせい,"Injustice, wrong, illegality",不用,ふよう,Of no use,不足,ふそく,Insufficiency; want; dissatisfaction,不安な,ふあんな,Uneasy
49,回,Times,"Turn Round, Time","The suffix ""-times"" refers to a number of repetitions. Its elements: a mouth&nbsp;. . . pent in. Hint: you may find it more helpful to forget the primitives and think of one circle revovling inside of another.",,Write mouth two -times.,"Pretty much a pictograph, see book. Keyword meanings : to turn round, counter for number of times, counter for rounds. Some simple compounds using previously learned kanji : 次回 (next time), 毎回 (every time/each round), 回る (to wander around).",囗: box; pent in (RTK)　口: mouth,6,囗,"カイ, エ","まわ.る, -まわ.る, -まわ.り, まわ.す, -まわ.す, まわ.し-, -まわ.し",回る,まわる,(vi] turn around,一回目,いっかいめ,The first time,一回,いっかい,One time,回送バス,かいそうバス,Out-of-service bus
50,言,Say,"Say, Speech, Word","Of all the things we can do with our mouths, speech is the one that requires the greatest distinctness and clarity. Hence the kanji for say has four little sound-waves, indicating the complexity of the achievement.","This kanji, which appears often as a primitive, can mean saying, speech, or words, depending on which is most useful.",A pictogram of someone saying a four letter word from their mouth after the censors have gotten a hold of it.,This is simple a pictogram of a mouth SAYing something. The lines are soundwaves. No need to complicate it.,言: word; say,7,言,"ゲン, ゴン","い.う, こと",無言,むごん,"Silence, muteness",言明,げんめい,"Declaration, announcement",言う,いう,To say,言語学,げんごがく,Linguistics
51,舌,Tongue,Tongue,"The primitive for mouth and the character for thousand naturally form the idea of tongue if one thinks of a thousand mouths able to speak the same language, or as we say, ""sharing a common tongue."" It is easy to see the connection between the idiom and the kanji if you take its image literally: a single tongue being passed around from mouth to mouth.",,"What is in a mouth that permits it to speak a thousand things? Yes, a tongue.",Kissing a thousand mouths eventually gets you some tongue.,千: thousand　口: mouth,6,舌,ゼツ,した,舌を出す,したをだす,Stick out one's tongue,,,,,,,,,
52,話,Tale,Speak,"That the words of the tongue should come to mean a tale is clear from the etymology: a tale is something ""talked,"" not something read from a book.",,"Tales are always spoken, not written, and because of this, words fly out of your tongue, rather than your pen.","Tales are spoken words, passed on from person to person, eventually being spoken by a thousand mouths.",言: word; say　舌: tongue,13,言,ワ,"はな.す, はなし",話,はなし,"Talk, conversation; story, account; topic",話し中,はなしちゅう,While talking; busy (telephone line),話し手,はなして,"Speaker, person speaking",話す,はなす,To speak
53,活,Lively,"Active, Live, Lead One'S Life","When we speak of a lively personality or a lively party, we immediately think of a lot of chatter. This kanji depicts the idea of lively by having tongues babble and splash around like flowing water.",,"Conversations can become more lively after everyone has had a few drinks. It´s because ""watery tongues"" loosen lips!",I´m sure I can get her pretty lively and wet using my tongue.,水: water (氵) (氺)　舌: tongue,9,水,カツ,,活用する,かつようする,"Utilize, apply; conjugate, inflect",活動,かつどう,Activity,生活,せいかつ,Life; living,活発な,かっぱつな,Active
